hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,random_noise
City Hotel,1.0,0.0,2016.0,September,37.0,4.0,1.0,0.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,,,0.0,Transient,89.0,0.0,0.0,Canceled,2016-09-04,Jeremiah Garrison,Garrison_Jeremiah@yahoo.com,278-657-6672,************2682,-1.5290023794750789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108233379932402
City Hotel,0.0,26.0,2016.0,November,47.0,17.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,123.0,0.0,2.0,Check-Out,2016-11-19,Ashley Cross,Ashley_C18@hotmail.com,883-329-1496,************7047,1.4536699919749978
City Hotel,1.0,105.0,2015.0,November,48.0,26.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,72.25,0.0,3.0,Canceled,2015-11-13,Alfred Kelly,AKelly89@gmail.com,336-769-9970,************9956,0.2262700369931161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8084751152880121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5617151203721994
City Hotel,0.0,120.0,2017.0,June,23.0,9.0,2.0,2.0,3.0,0.0,0.0,HB,FRA,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,9.0,,0.0,Transient,214.2,0.0,0.0,Check-Out,2017-06-13,Kyle Miller,Kyle_M@xfinity.com,748-339-0844,************6803,0.5428034387486076
City Hotel,0.0,174.0,2016.0,September,39.0,22.0,0.0,3.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,95.67,0.0,0.0,Check-Out,2016-09-25,Derek Hunt,Derek_H20@mail.com,638-968-7401,************9562,-0.1544264761238289
Resort Hotel,0.0,54.0,2016.0,April,17.0,17.0,2.0,3.0,2.0,0.0,0.0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,8.0,,0.0,Transient,44.3,0.0,0.0,Check-Out,2016-04-22,Justin Jacobson,Justin_J@xfinity.com,748-826-6478,************9917,-1.6249952550501725
Resort Hotel,0.0,201.0,2015.0,July,30.0,24.0,2.0,4.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,156.0,,0.0,Contract,90.95,0.0,1.0,Check-Out,2015-07-30,Stephen Howard,Stephen_H12@xfinity.com,385-257-3023,************4931,-0.6144355958125203
City Hotel,1.0,420.0,2016.0,September,36.0,3.0,2.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,35.0,,0.0,Transient,75.0,0.0,0.0,Canceled,2015-10-12,Jeffrey Harris,Harris.Jeffrey@yandex.com,373-163-8865,************6896,0.1782766695876473
City Hotel,0.0,263.0,2015.0,September,39.0,21.0,1.0,0.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,21.0,,0.0,Transient-Party,67.0,0.0,0.0,Check-Out,2015-09-22,Tanya Hayes,TanyaHayes@yandex.com,144-226-6919,************7664,-0.2361288157994407
Resort Hotel,0.0,25.0,2015.0,December,52.0,22.0,0.0,1.0,2.0,0.0,1.0,BB,MAR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,46.4,0.0,3.0,Check-Out,2015-12-23,Lauren Thompson,Lauren_T42@yandex.com,391-648-9765,************2549,-0.7353357664750928
Resort Hotel,1.0,403.0,2016.0,October,40.0,1.0,6.0,15.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,242.0,,0.0,Transient,52.2,0.0,0.0,Canceled,2015-08-25,Glenn Simmons,GSimmons@hotmail.com,292-003-2290,************9224,-0.4639920440591891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5668481863772585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2099150074721616
City Hotel,1.0,282.0,2016.0,December,53.0,29.0,1.0,3.0,2.0,0.0,0.0,HB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,115.6,0.0,0.0,Canceled,2016-03-26,John Barnes,John_B@att.com,987-561-8312,************4574,-1.1897129430873228
Resort Hotel,0.0,170.0,2015.0,November,45.0,2.0,1.0,5.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,314.0,,0.0,Contract,25.92,0.0,0.0,Check-Out,2015-11-08,Dr. Sue Stewart MD,DMD37@verizon.com,150-121-9852,************6537,0.0301281224045751
City Hotel,0.0,151.0,2016.0,January,4.0,19.0,0.0,2.0,1.0,0.0,0.0,BB,CZE,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,2.0,No Deposit,19.0,,63.0,Transient-Party,71.0,0.0,0.0,Check-Out,2016-01-21,Michael Mercado,Mercado_Michael35@xfinity.com,425-093-1441,************7718,0.0356704535738054
City Hotel,0.0,133.0,2017.0,June,26.0,28.0,0.0,3.0,2.0,0.0,0.0,SC,NOR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,99.0,0.0,2.0,Check-Out,2017-07-01,Christy Carpenter,Carpenter_Christy@xfinity.com,930-473-5641,************1515,0.285146550619869
City Hotel,0.0,24.0,2016.0,August,34.0,19.0,2.0,3.0,1.0,0.0,0.0,BB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,21.0,,0.0,Transient-Party,70.0,0.0,0.0,Check-Out,2016-08-24,Matthew Williams,MatthewWilliams14@comcast.net,792-264-0396,************9741,-0.1324809233683671
City Hotel,1.0,12.0,2016.0,April,18.0,30.0,2.0,4.0,1.0,0.0,0.0,BB,AGO,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,154.33,0.0,0.0,No-Show,2016-04-30,Janet Chavez,Chavez_Janet@verizon.com,705-828-9969,************6844,0.8744078013951765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1949742463220228
City Hotel,1.0,282.0,2017.0,July,27.0,5.0,0.0,2.0,3.0,0.0,0.0,HB,ITA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,212.0,0.0,1.0,Canceled,2016-10-10,Gary Owens DVM,GaryDVM@outlook.com,397-603-8555,************9595,-1.1505299600401873
City Hotel,0.0,0.0,2016.0,January,5.0,25.0,1.0,1.0,1.0,0.0,0.0,BB,PRT,Groups,TA/TO,1.0,0.0,1.0,A,A,0.0,No Deposit,1.0,,0.0,Transient,40.0,0.0,0.0,Check-Out,2016-01-27,Jennifer Williams,Jennifer_Williams33@comcast.net,524-757-4252,************6616,-0.2953909240724897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4104404373802526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3427306829200586
City Hotel,0.0,1.0,2015.0,December,50.0,10.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,,40.0,0.0,Transient,65.0,0.0,0.0,Check-Out,2015-12-11,Stephen Jensen,Jensen_Stephen62@gmail.com,925-117-1374,************1012,0.5520646516118909
Resort Hotel,0.0,5.0,2016.0,July,30.0,21.0,1.0,3.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,207.5,0.0,1.0,Check-Out,2016-07-25,Taylor Reeves,Reeves_Taylor@xfinity.com,479-943-6413,************9289,-1.8789666037261148
Resort Hotel,0.0,160.0,2017.0,March,11.0,18.0,2.0,5.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,240.0,,0.0,Transient,55.8,0.0,3.0,Check-Out,2017-03-25,Jeremy Jacobs,JeremyJacobs83@xfinity.com,935-293-7441,************4553,0.0242086567776491
Resort Hotel,0.0,152.0,2017.0,March,11.0,15.0,4.0,10.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,177.0,,0.0,Transient,54.21,1.0,0.0,Check-Out,2017-03-29,Bianca Hill,BHill@xfinity.com,700-296-5099,************9899,2.564727950972169
City Hotel,1.0,283.0,2016.0,October,43.0,16.0,2.0,0.0,2.0,0.0,0.0,HB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,96.0,0.0,0.0,Canceled,2016-02-09,Alexandra Greene,AGreene@xfinity.com,985-434-2638,************2272,0.1089378541639096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4188553509436406
City Hotel,1.0,111.0,2017.0,April,17.0,27.0,1.0,3.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,31.0,,0.0,Transient,120.0,0.0,0.0,Canceled,2017-01-06,Theresa Huff,Theresa_Huff20@protonmail.com,840-614-7575,************1087,0.8288719840345167
City Hotel,1.0,58.0,2017.0,March,10.0,7.0,0.0,4.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,8.0,,0.0,Transient,91.8,0.0,1.0,Canceled,2017-01-20,Jose Waters,Jose_W@comcast.net,663-774-2731,************3955,0.0108897736915119
City Hotel,0.0,53.0,2016.0,November,47.0,13.0,2.0,4.0,2.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,88.4,0.0,1.0,Check-Out,2016-11-19,Austin Jones,Austin.J@gmail.com,337-404-8587,************1339,-1.960691577208031
City Hotel,1.0,94.0,2017.0,August,33.0,18.0,2.0,5.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,98.0,,0.0,Transient-Party,125.0,0.0,0.0,No-Show,2017-08-18,Richard Black,Richard_Black@verizon.com,602-837-2617,************4713,-1.252034990494144
Resort Hotel,0.0,0.0,2017.0,January,1.0,2.0,1.0,0.0,2.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,48.0,0.0,0.0,Check-Out,2017-01-03,Joseph Salazar,Joseph.S@mail.com,207-927-3041,************5967,0.2865444468273861
City Hotel,0.0,181.0,2017.0,May,21.0,24.0,0.0,4.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,7.0,,0.0,Transient,106.89,0.0,0.0,Check-Out,2017-05-28,Kendra Webb,KWebb25@yandex.com,704-584-1266,************3086,-0.0671415494508928
Resort Hotel,0.0,34.0,2015.0,July,30.0,23.0,2.0,6.0,3.0,0.0,0.0,HB,ROU,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,171.0,,0.0,Transient,217.05,1.0,1.0,Check-Out,2015-07-31,Heather Gonzales,Heather_G@att.com,676-848-8743,************3252,1.9734276807645583
Resort Hotel,0.0,0.0,2015.0,December,49.0,5.0,0.0,1.0,2.0,0.0,0.0,BB,GBR,Direct,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,,,0.0,Transient,68.0,1.0,0.0,Check-Out,2015-12-06,Mark Brown,Mark_Brown27@mail.com,439-622-0046,************7610,0.4537464096283478
City Hotel,1.0,118.0,2017.0,April,17.0,24.0,1.0,3.0,2.0,2.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,9.0,,0.0,Transient,195.75,0.0,0.0,Canceled,2017-02-12,Jonathan Shannon,Jonathan_Shannon@comcast.net,524-862-4736,************5575,1.32074071902822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7194705171952778
City Hotel,0.0,33.0,2016.0,April,16.0,16.0,2.0,1.0,1.0,1.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,7.0,,0.0,Transient,104.96,0.0,0.0,Check-Out,2016-04-19,Heather Murphy,Murphy.Heather@mail.com,726-354-8892,************2753,0.0752766201927642
City Hotel,0.0,99.0,2016.0,February,8.0,19.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,,67.0,0.0,Transient-Party,80.0,0.0,0.0,Check-Out,2016-02-20,Rebecca Smith,RSmith@yandex.com,626-299-1236,************7124,1.239618669176674
City Hotel,0.0,10.0,2015.0,September,39.0,22.0,0.0,2.0,2.0,0.0,0.0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,114.0,0.0,0.0,Check-Out,2015-09-24,Andrew Smith,Andrew.Smith@gmail.com,834-732-0871,************8048,-0.6366977068926843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4312985242786104
City Hotel,1.0,172.0,2017.0,April,15.0,13.0,1.0,3.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,123.75,0.0,1.0,Canceled,2016-12-03,Timothy Phillips,Timothy_P@aol.com,788-241-6119,************6488,-1.2734488826011516
City Hotel,0.0,289.0,2017.0,May,21.0,24.0,0.0,3.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,123.3,0.0,1.0,Check-Out,2017-05-27,Kevin Wilson,KevinWilson@verizon.com,107-748-7903,************7925,-0.7712179884200564
City Hotel,0.0,395.0,2017.0,May,20.0,17.0,0.0,3.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,229.0,,0.0,Transient-Party,112.67,0.0,2.0,Check-Out,2017-05-20,Denise Martinez,Martinez.Denise@comcast.net,555-722-7808,************1868,0.5155137572965306
City Hotel,0.0,320.0,2016.0,August,34.0,18.0,0.0,2.0,1.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,6.0,,0.0,Transient-Party,90.0,0.0,0.0,Check-Out,2016-08-20,Roberto Jones,Roberto_Jones@aol.com,193-987-2911,************8803,1.226558253630857
City Hotel,1.0,59.0,2017.0,January,4.0,23.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,326.0,,0.0,Transient,80.0,0.0,0.0,Canceled,2016-11-25,John Howard,John_H82@aol.com,639-778-3628,************9605,-0.0507682747210226
Resort Hotel,0.0,207.0,2017.0,August,32.0,10.0,2.0,5.0,2.0,0.0,0.0,HB,PRT,Direct,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,250.0,,0.0,Transient,231.6,1.0,2.0,Check-Out,2017-08-17,Terri Garcia,Garcia.Terri@yahoo.com,175-909-3759,************3383,-0.2583935738325457
City Hotel,0.0,164.0,2015.0,October,40.0,2.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,19.0,,0.0,Transient-Party,100.0,0.0,1.0,Check-Out,2015-10-03,Tina Hunter,THunter@gmail.com,551-397-4533,************9286,-0.0773594090050606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1671082122737707
City Hotel,0.0,91.0,2016.0,September,40.0,30.0,1.0,2.0,2.0,0.0,0.0,BB,FRA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,3.0,,0.0,Transient-Party,80.0,0.0,0.0,Check-Out,2016-10-03,Linda Reyes,LReyes@protonmail.com,923-539-5316,************4266,-1.0864139374468356
City Hotel,0.0,0.0,2016.0,October,42.0,13.0,0.0,1.0,2.0,0.0,0.0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,155.0,0.0,1.0,Check-Out,2016-10-14,Tricia Davis,TriciaDavis@protonmail.com,545-119-4716,************5967,0.0760575936030325
City Hotel,0.0,17.0,2016.0,June,23.0,1.0,1.0,4.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,144.84,1.0,1.0,Check-Out,2016-06-06,Gail Huff,Gail_Huff67@xfinity.com,406-012-6569,************9398,-2.210854430421698
City Hotel,0.0,6.0,2016.0,February,8.0,20.0,0.0,1.0,2.0,0.0,0.0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,9.0,,0.0,Transient-Party,80.0,0.0,1.0,Check-Out,2016-02-21,Andrew Clark,Andrew.C@hotmail.com,568-230-4100,************1452,0.3376626194726035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6839986488258334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1516628690256615
Resort Hotel,0.0,39.0,2016.0,April,16.0,14.0,0.0,3.0,1.0,0.0,0.0,BB,FIN,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,36.0,,0.0,Transient,57.6,0.0,0.0,Check-Out,2016-04-17,Mark Johnson,MJohnson@gmail.com,502-106-7129,************5174,2.181644670569061
City Hotel,0.0,23.0,2015.0,October,43.0,21.0,0.0,3.0,2.0,0.0,0.0,BB,FRA,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,28.0,,0.0,Group,75.0,0.0,1.0,Check-Out,2015-10-24,Bobby Cooper,Bobby_C@yahoo.com,690-133-9965,************2485,-0.4364677715237414
City Hotel,1.0,98.0,2017.0,March,13.0,31.0,0.0,2.0,3.0,0.0,0.0,HB,FRA,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,9.0,,0.0,Transient,174.6,0.0,2.0,Canceled,2017-03-11,Anthony Morgan,AMorgan25@verizon.com,717-209-1096,************2348,0.7297978937988401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2399287572491922
City Hotel,0.0,71.0,2016.0,November,46.0,12.0,2.0,4.0,2.0,0.0,0.0,SC,RUS,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,77.0,0.0,2.0,Check-Out,2016-11-18,Tammy Lee,Tammy_L@verizon.com,604-498-0977,************8755,-1.9468162448447288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2434262528071442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6850391289818963
City Hotel,1.0,52.0,2016.0,September,38.0,14.0,0.0,3.0,2.0,2.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,9.0,,0.0,Transient,207.9,0.0,1.0,Canceled,2016-08-01,Bryan Young,BryanYoung@verizon.com,904-049-8601,************7239,0.700109401241648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7056807200606452
City Hotel,0.0,1.0,2016.0,June,25.0,17.0,1.0,2.0,2.0,0.0,0.0,BB,DNK,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,75.0,0.0,1.0,Check-Out,2016-06-20,Sandra Reynolds,Reynolds_Sandra@yahoo.com,149-513-4164,************2023,-2.5872830767800106
City Hotel,1.0,71.0,2016.0,June,25.0,14.0,0.0,3.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,236.0,,0.0,Transient,120.0,0.0,0.0,Canceled,2016-04-27,Joe Reid,JReid88@comcast.net,715-982-0848,************4052,-1.3813817335415697
City Hotel,0.0,84.0,2016.0,March,10.0,3.0,0.0,3.0,2.0,0.0,0.0,BB,AUT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,27.0,,0.0,Transient,38.67,0.0,0.0,Check-Out,2016-03-06,Mary Lee,Lee.Mary@outlook.com,534-192-0832,************6645,-0.2685427813406661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2270680258939228
City Hotel,1.0,169.0,2017.0,May,18.0,6.0,2.0,1.0,2.0,0.0,0.0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,117.0,0.0,0.0,Canceled,2017-04-26,Jocelyn Cortez,Jocelyn.C29@comcast.net,128-713-5657,************2949,0.0823368917718917
Resort Hotel,1.0,54.0,2015.0,August,32.0,8.0,2.0,5.0,2.0,0.0,0.0,HB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,250.0,,0.0,Transient,200.71,0.0,0.0,No-Show,2015-08-08,Jamie Reyes,JReyes@comcast.net,795-887-2995,************2786,0.2608158010843043
City Hotel,0.0,8.0,2016.0,August,34.0,16.0,0.0,3.0,3.0,0.0,0.0,HB,PRT,Direct,Direct,0.0,0.0,0.0,D,D,1.0,No Deposit,14.0,,0.0,Transient,215.18,0.0,3.0,Check-Out,2016-08-19,Tyler Green,TylerGreen@protonmail.com,655-022-7373,************8886,-0.6456138275675865
City Hotel,1.0,479.0,2017.0,August,32.0,9.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,229.0,,0.0,Transient-Party,112.67,0.0,0.0,Canceled,2017-07-27,Ashley Molina,Ashley_M74@protonmail.com,725-784-2138,************1796,0.0332417512284106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5378015590944769
Resort Hotel,0.0,90.0,2016.0,October,44.0,29.0,2.0,2.0,1.0,0.0,0.0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,49.9,1.0,1.0,Check-Out,2016-11-02,Rachel Terry,Terry.Rachel@att.com,597-536-7768,************3405,1.176706332753007
City Hotel,0.0,209.0,2016.0,July,27.0,2.0,2.0,4.0,2.0,0.0,0.0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,7.0,,0.0,Transient,72.75,0.0,1.0,Check-Out,2016-07-08,Heather Romero,Heather_Romero@outlook.com,910-766-0738,************8147,0.5398844161942224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9789960507453392
City Hotel,1.0,215.0,2017.0,June,26.0,28.0,0.0,4.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,,,0.0,Transient,110.0,0.0,0.0,Canceled,2016-11-25,Holly Ramos,Holly_Ramos66@gmail.com,234-030-9616,************9077,0.4100338688354015
City Hotel,0.0,27.0,2016.0,October,44.0,28.0,2.0,2.0,2.0,0.0,0.0,SC,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,110.0,0.0,1.0,Check-Out,2016-11-01,Danielle Sullivan MD,DMD@aol.com,208-264-8703,************5808,-0.605550835274743
Resort Hotel,1.0,36.0,2017.0,August,33.0,16.0,2.0,4.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,230.0,0.0,0.0,Canceled,2017-07-12,Jessica Arnold,Arnold_Jessica@yahoo.com,738-782-1238,************9866,-0.7289273462937752
City Hotel,0.0,29.0,2017.0,February,8.0,19.0,2.0,2.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,85.0,0.0,1.0,Check-Out,2017-02-23,Michael Logan,Michael.L@gmail.com,487-417-4282,************1645,-0.6145104925178327
Resort Hotel,0.0,197.0,2016.0,April,18.0,30.0,1.0,1.0,1.0,0.0,0.0,HB,DEU,Groups,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,298.0,,0.0,Transient-Party,54.5,0.0,0.0,Check-Out,2016-05-02,Michael Hardin,Michael_H18@protonmail.com,731-280-2860,************8770,-0.1472756854071279
City Hotel,0.0,83.0,2016.0,October,43.0,19.0,0.0,4.0,2.0,0.0,0.0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,132.3,0.0,2.0,Check-Out,2016-10-23,James Hampton,James_Hampton@protonmail.com,396-340-0724,************3651,0.2040447880983234
Resort Hotel,0.0,0.0,2016.0,January,5.0,27.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,D,1.0,No Deposit,,,0.0,Transient,39.0,0.0,0.0,Check-Out,2016-01-28,April Chavez,Chavez_April@verizon.com,765-382-7620,************7908,0.4925443399743666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0627302718937135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6741690817177638
City Hotel,0.0,2.0,2016.0,December,52.0,18.0,2.0,0.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,106.5,1.0,1.0,Check-Out,2016-12-20,Kimberly Hunt,Kimberly_H@zoho.com,485-819-1826,************4568,-0.8451945050951803
City Hotel,0.0,83.0,2016.0,October,43.0,19.0,0.0,4.0,2.0,0.0,0.0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,132.3,0.0,2.0,Check-Out,2016-10-23,Cassandra Kennedy,Cassandra.Kennedy@hotmail.com,974-358-8827,************9953,-0.3179176544615741
City Hotel,1.0,461.0,2016.0,October,42.0,13.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,62.0,0.0,0.0,Canceled,2015-10-21,Taylor Butler,Butler.Taylor@gmail.com,884-168-2642,************9582,-1.0859633803401665
City Hotel,1.0,48.0,2017.0,May,18.0,4.0,0.0,2.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,B,0.0,No Deposit,9.0,,0.0,Transient,152.1,0.0,2.0,Canceled,2017-05-02,Latasha Lindsey,Latasha.L16@yahoo.com,394-879-3474,************5626,0.0230109912286915
